obs,id,time..2,elapsed,date,hhmmss,averaging,TIME..7,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo..38,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,ID..64,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,ID..72,Duration,Fo..74,F1,F2,Fmax,T@HIR,T@F1,T@F2,T@Fmax,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME..90,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time..141,hhmmss..142,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_hum,AccH2O_des,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
41,r2_hn_yi,1634317846,6491,10/15/21 12:10,12:10:45,none,1634317846,0.003380785,3.380784711,11.80833601,990.871,827.363717,75.3322756,90.21977362,0.149357751,2.767331998,0.145019625,0.091016533,241.7543843,27.24229632,26.301,3.434827412,38.9844497,1.368177521,3.509546836,2.066649891,-149.0926058,54.45522698,4.22482162,151.3418272,0,0,1,0,48184.37789,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-143-20211015-12_10_45,10385.6,1436.638077,1648.85,0.128702989,0.5,1261.303192,11.80833601,81.16674529,0.010154843,-1,NA,-,0,NA,NA,NA,NA,0.128702989,NA,NA,NA,143,300,300,300,10385.6,1608.15,-0.00737348,-4.46,-,-,-,-,-,-,-,-,-,-,1500.11,1261.303192,0.840807135,0.161157771,6,0.5,0: Broadleaf,2,1634317846,990.871,999.966,15.0265,13.0285,983.921,15.7938,999.995,90.9469,0.104078,26.666,26.301,999.9,0,0,10008.8,0,22.7019,-9.09534,1005.99,1013.17,1.99808,999.966,13.0285,1.36662,1.1849,11.5522,9.41315,1500.11,0.973009,0.0269914,0,1434.49,5.00005,21440,12459,41.75,43.625,42.812,43.125,43.812,1454.76,40.36,0,103.8,0,1436.638077,-16.54529915,-240.4000001,21468.61154,15,1634317819,12:10:18,1634317813,1634317819,42,0.768,-0.001,6.95,-0.767,1000,13,0.23,0.04,-9.14283925,-0.018756811,0.053798774,1,2.0173675,-0.10847955,0.010467676,1,2,2,2-Feb,3.82284,2.70739,0.166603,0.167983,0.0773636,0.0669429,24367.9,20531.9,26248.2,24077,41356.4,37075.5,47462.2,42918.5,2.6924,1.72195,0.137642,0,24.0433,999.9,38.109,27.281,15.2465,55.3511,48.6138,3,-0.223709,-0.553064,20.2464,5.23241,11.986,4.957,3.304,1066.5,9999,2722.8,14.3,1.86814,1.86384,1.87149,1.86221,1.86172,1.86815,1.85837,1.8648,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.95,-0.7673,6.94995,0,0,0,-0.7673,0,0,0,-1,-1,-1,-1,0.6,0.5,3.10669,2.31689,2.64893,2.89917,2.84424,2.33032,32.4212,15.174,18,1188.51,356.378,24.9999,24.4655,30,24.3912,24.3356,62.1645,0,100,25,1000,22.444,109.755,99.9526
42,r2_hn_yi,1634317951,6596.5,10/15/21 12:12,12:12:31,none,1634317951,0.003057571,3.057570555,12.26033528,1190.43,997.2923095,90.80584033,108.3914871,0.132205331,2.769255397,0.128796433,0.080796725,241.7011529,27.36506926,26.3798,3.45083996,38.28054413,1.346236784,3.516765015,2.104603176,-134.8388615,47.93897673,3.718802209,158.5200704,0,0,1,0,48231.25166,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-144-20211015-12_12_31,10385.4,1412.9424,1619.63,0.127614085,0.5,1261.0257,12.26033528,80.46232024,0.010515515,-1,NA,-,0,NA,NA,NA,NA,0.127614085,NA,NA,NA,144,300,300,300,10385.4,1582.73,-0.00737333,-3.7,-,-,-,-,-,-,-,-,-,-,1499.78,1261.0257,0.840807118,0.161157738,6,0.5,0: Broadleaf,2,1634317951,1190.43,1199.97,14.7853,12.9779,1182.39,15.5522,1000.01,90.9484,0.103982,26.7009,26.3798,999.9,0,0,10020,0,22.7158,-9.53857,1208.3,1215.75,1.80736,1199.97,12.9779,1.3447,1.18032,11.308,9.35563,1499.78,0.973003,0.0269971,0,1410.69,5.00005,21078.1,12456.3,41.75,43.562,42.812,43.125,43.812,1454.43,40.35,0,104.8,0,1412.9424,-17.99538464,-276.7461539,21113.724,15,1634317919,12:11:58,1634317918,1634317919,43,1.1,0,8.049,-0.767,1200,13,0.21,0.06,-9.437381463,-0.0064177,0.033693098,1,1.827747317,-0.117494007,0.011605507,1,2,2,2-Feb,3.82287,2.70739,0.186977,0.188271,0.0764884,0.0667529,23773,20033.2,26248.5,24078.6,41397.6,37084.8,47463.2,42920,2.69575,1.7224,0.139065,0,24.099,999.9,37.956,27.261,15.1683,55.7611,48.5577,3,-0.224845,-0.548268,20.2467,5.23361,11.9861,4.95645,3.30398,1069.5,9999,2722.8,14.3,1.86815,1.86385,1.87148,1.86221,1.86173,1.86814,1.85835,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,8.04,-0.7669,8.049,0,0,0,-0.76695,0,0,0,-1,-1,-1,-1,0.6,0.5,3.57056,2.30469,2.64893,2.89917,2.84424,2.33887,32.4212,15.1652,18,1192.54,356.537,25.0001,24.4553,30,24.3809,24.3254,71.4563,0,100,25,1200,22.444,109.757,99.9572
43,r2_hn_yi,1634318054,6699,10/15/21 12:14,12:14:13,none,1634318054,0.002768331,2.768330796,12.4581167,1490.05,1265.171944,115.2094596,135.6873712,0.118119014,2.768795065,0.115389325,0.072358326,241.7448239,27.4659217,26.4022,3.455403631,37.7174119,1.328088921,3.521156022,2.127314711,-122.0833881,47.75188232,3.705713433,171.1190316,1,0,1,0,48215.50037,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-145-20211015-12_14_13,10385.2,1388.969231,1597.65,0.130617325,0.5,1261.2528,12.4581167,82.37073342,0.010670436,-1,NA,-,0,NA,NA,NA,NA,0.130617325,NA,NA,NA,145,300,300,300,10385.2,1556.91,-0.00737307,-4.61,-,-,-,-,-,-,-,-,-,-,1500.05,1261.2528,0.840807173,0.161157844,6,0.5,0: Broadleaf,2,1634318054,1490.05,1500,14.5844,12.9476,1481.33,15.3465,999.984,90.9582,0.104094,26.7221,26.4022,999.9,0,0,10016.2,0,22.7019,-9.95142,1512.11,1519.68,1.63689,1500,12.9476,1.32658,1.17769,11.1034,9.32243,1500.05,0.973003,0.0269971,0,1386.74,5.00005,20726.8,12458.5,41.75,43.562,42.812,43.125,43.812,1454.69,40.36,0,102.0999999,0,1388.969231,-18.6782906,-267.5213675,20759.19231,15,1634318028,12:13:47,1634318028,1634318025,44,0.676,0.005,8.725,-0.762,1500,13,0.28,0.05,-9.962807,0.034619887,0.119256793,1,1.65382075,-0.068090769,0.014181945,1,2,2,2-Feb,3.82283,2.70747,0.214398,0.215464,0.0757453,0.0666446,22971.9,19363.1,26248.1,24078.8,41431.3,37090.6,47462.1,42920.9,2.69123,1.72475,0.140518,0,24.0975,999.9,37.859,27.261,15.1263,55.8211,48.5216,3,-0.224848,-0.542239,20.2467,5.23391,11.986,4.95705,3.304,1072.5,9999,2722.8,14.4,1.86818,1.86386,1.87149,1.86221,1.86172,1.86813,1.85836,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,8.72,-0.7621,8.725,0,0,0,-0.762065,0,0,0,-1,-1,-1,-1,0.4,0.5,4.22363,2.24365,2.64893,2.90039,2.84424,2.32666,32.3991,15.1477,18,1186.68,357.691,24.9999,24.455,30.0001,24.3769,24.3213,84.49,0,100,25,1500,22.444,109.754,99.959
44,r2_hn_yi,1634318176,6821,10/15/21 12:16,12:16:15,none,1634318176,0.00238849,2.388489834,12.39522802,1544.52,1286.63695,117.161557,140.6444669,0.09955864,2.761148583,0.097606505,0.061176269,241.7410529,27.6136761,26.4885,3.473035294,36.91953983,1.303173174,3.529765484,2.16986212,-105.3324017,40.95112256,3.188790885,180.5485647,3,0,1,0,48000.42366,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-146-20211015-12_16_15,10384.9,1358.054,1565.83,0.132693843,0.5,1261.2357,12.39522802,83.6791059,0.010620717,-1,NA,-,0,NA,NA,NA,NA,0.132693843,NA,NA,NA,146,300,300,300,10384.9,1524.47,-0.00737284,-4.41,-,-,-,-,-,-,-,-,-,-,1500.03,1261.2357,0.840806984,0.161157479,6,0.5,0: Broadleaf,2,1634318176,1544.52,1554.17,14.3111,12.8986,1535.79,15.0733,1000.06,90.9566,0.103708,26.7636,26.4885,999.9,0,0,9971.25,0,22.7019,-9.65735,1566.94,1574.48,1.41253,1554.17,12.8986,1.30169,1.17321,10.8184,9.26594,1500.03,0.973009,0.0269914,0,1356.49,5.00005,20279.8,12458.4,41.75,43.625,42.812,43.187,43.812,1454.68,40.35,0,121.2,0,1358.054,-12.35538464,-177.1692308,20301.02,15,1634318145,12:15:45,1634318028,1634318128,45,0.676,0,8.725,-0.762,1500,13,0.28,0.08,-9.64220878,-0.098175052,0.069532724,1,1.431700244,-0.111289965,0.011025654,1,2,2,2-Feb,3.82293,2.70669,0.219023,0.220017,0.0747396,0.0664564,22835.8,19251.2,26247,24079.3,41475.1,37099.3,47459.7,42922.1,2.68885,1.72532,0.144541,0,24.1181,999.9,37.785,27.281,15.1155,56.0411,48.5016,3,-0.224746,-0.510207,20.2466,5.23346,11.986,4.95595,3.304,1076.1,9999,2722.8,14.4,1.8682,1.86386,1.87149,1.86226,1.86174,1.86817,1.85837,1.86481,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,8.73,-0.7622,8.725,0,0,0,-0.762166667,0,0,0,-1,-1,-1,-1,2.5,0.8,4.33472,0,2.64893,2.90161,2.84424,2.31323,32.377,15.1302,18,1183.67,357.98,25.0002,24.4573,30.0001,24.3769,24.3213,100,0,100,25,2000,22.444,109.749,99.9616
45,r2_hn_yi,1634318264,6909.5,10/15/21 12:17,12:17:44,none,1634318264,0.002190085,2.190085053,7.935210558,394.713,238.9358326,21.7588113,35.9447371,0.09000192,2.762513856,0.088404104,0.05539376,241.7826899,27.68893341,26.5512,3.485894541,36.47378505,1.28902306,3.534108287,2.196871481,-96.58275085,34.74598655,2.705402654,182.6513283,0,0,1,0,48034.36486,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-147-20211015-12_17_44,10384.2,1257.191923,1462.59,0.140434487,0.5,1261.4466,7.935210558,88.57530332,0.007083305,-1,NA,-,0,NA,NA,NA,NA,0.140434487,NA,NA,NA,147,300,300,300,10384.2,1432.73,-0.0073723,-1.75,-,-,-,-,-,-,-,-,-,-,1500.28,1261.4466,0.840807449,0.161158377,6,0.5,0: Broadleaf,2,1634318264,394.713,399.993,14.1549,12.8594,390.07,14.9239,999.962,90.9616,0.103901,26.7845,26.5512,999.9,0,0,9978.75,0,22.7297,-1.19839,404.524,405.204,1.30238,399.993,12.8594,1.28818,1.16971,10.6616,9.22154,1500.28,0.972992,0.0270076,0,1280.03,5.00005,19139.3,12460.4,41.812,43.625,42.875,43.187,43.875,1454.9,40.38,0,87.79999995,0,1257.191923,193.7911113,2894.270087,18795.27692,15,1634318285,12:18:05,1634318284,1634318285,46,-4.082,-0.006,4.643,-0.769,400,13,0.5,0.05,-1.14939561,-0.056969477,0.038874687,1,1.303811463,-0.022253101,0.002569778,1,2,2,2-Feb,3.8228,2.70695,0.0873595,0.089003,0.0741904,0.0663091,26681.2,22481,26246.2,24078.6,41494.4,37100.8,47457.3,42920.4,2.6946,1.71745,0.146292,0,24.1523,999.9,37.688,27.261,15.0589,55.2111,48.6338,3,-0.224085,-0.482865,20.2468,5.23496,11.986,4.95735,3.304,1078.6,9999,2722.8,14.4,1.86814,1.86386,1.87149,1.86224,1.86172,1.86817,1.85837,1.86481,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.643,-0.769,8.725,0,0,0,-0.762166667,0,0,0,-1,-1,-1,-1,3.9,2.3,1.51367,2.30957,2.64893,2.89917,2.84424,2.31445,32.377,15.0952,18,1191.12,354.061,25,24.4697,30.0001,24.383,24.3254,30.3399,0,100,25,400,22.444,109.744,99.958
46,r3_ln_ni,1634319416,8061.6,10/15/21 12:36,12:36:56,none,1634319416,0.003073994,3.073994212,11.14768032,392.596,240.7526199,21.92380293,35.75120942,0.130589686,2.762362354,0.127254394,0.079826564,241.7039069,27.38899914,26.3949,3.453915785,37.23994935,1.311716678,3.52233744,2.142199107,-135.5631448,49.57695914,3.856274297,159.5739956,0,0,1,0,48039.27327,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-148-20211015-12_36_56,10391,1291.579231,1598.43,0.191970101,0.5,1261.0347,11.14768032,121.0404796,0.009633106,-1,NA,-,0,NA,NA,NA,NA,0.191970101,NA,NA,NA,148,300,300,300,10391,1551.68,-0.00737746,-1.68,-,-,-,-,-,-,-,-,-,-,1499.79,1261.0347,0.840807513,0.1611585,6,0.5,0: Broadleaf,2,1634319416,392.596,400.009,14.4044,12.5865,387.766,15.1726,999.961,90.9592,0.104411,26.7278,26.3949,999.9,0,0,9978.12,0,22.0203,-7.41257,398.334,405.108,1.81789,400.009,12.5865,1.31022,1.14486,10.9166,8.90324,1499.79,0.972992,0.0270084,0,1289.76,5.00005,19384.5,12456.3,41.687,43.5,42.687,43.125,43.75,1454.42,40.37,0,1151.8,0,1291.579231,-14.70358975,-215.7435898,19414.71154,15,1634319389,12:36:28,1634319385,1634319389,48,0,0,4.831,-0.768,400,13,0.49,0.05,-7.4078985,-0.001633171,0.024460909,1,1.807935,0.055598049,0.005657216,1,2,2,2-Feb,3.8228,2.70746,0.0869616,0.0890001,0.0751064,0.0652574,26683.5,22484.8,26237,24082.7,41437.8,37149.1,47440.2,42927.8,2.69243,1.71793,0.135615,0,24.1708,999.9,36.943,27.291,14.7867,56.1903,48.6258,3,-0.22622,-0.487854,20.2467,5.23376,11.986,4.9567,3.304,1112.7,9999,2722.8,14.7,1.86816,1.86386,1.87149,1.86221,1.86172,1.86815,1.85834,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.83,-0.7682,4.830666667,0,0,0,-0.768190476,0,0,0,-1,-1,-1,-1,0.5,0.5,1.51367,2.323,2.64893,2.89795,2.84424,2.31323,32.377,14.885,18,1188.35,354.325,24.9998,24.4676,30.0002,24.383,24.3296,30.3288,0,100,25,400,22.444,109.705,99.975
47,r3_ln_ni,1634319527,8172.6,10/15/21 12:38,12:38:47,none,1634319527,0.003290701,3.290700681,8.858828817,294.113,182.3686523,16.60691148,26.78261036,0.141421017,2.766155789,0.137523607,0.086293475,241.7262509,27.33243766,26.3363,3.441992505,37.46725774,1.320002879,3.523083776,2.121989626,-145.1199,58.9208643,4.575531986,160.1027472,0,0,1,0,48142.04718,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-149-20211015-12_38_47,10389.4,1173.6176,1436.43,0.182962205,0.5,1261.1523,8.858828817,115.3716028,0.007817318,-1,NA,-,0,NA,NA,NA,NA,0.182962205,NA,NA,NA,149,300,300,300,10389.4,1396.06,-0.00737611,1.98,-,-,-,-,-,-,-,-,-,-,1499.93,1261.1523,0.840807438,0.161158355,6,0.5,0: Broadleaf,2,1634319527,294.113,300.009,14.4956,12.5498,289.818,15.2665,1000,90.9583,0.104014,26.7314,26.3363,999.9,0,0,10000.6,0,22.0898,-5.89658,298.439,303.822,1.94577,300.009,12.5498,1.3185,1.14151,11.0114,8.85987,1499.93,0.972997,0.0270027,0,1171.98,5.00005,17649.8,12457.5,41.75,43.5,42.75,43.125,43.812,1454.56,40.37,0,110.5999999,0,1173.6176,-8.646923068,-132.1846156,17665.576,15,1634319500,12:38:19,1634319497,1634319500,49,-0.536,-0.003,4.295,-0.771,300,13,0.27,0.05,-5.86937125,-0.061261351,0.034739503,1,1.93222425,0.074032233,0.007150023,1,2,2,2-Feb,3.82285,2.70724,0.0689643,0.0709458,0.075453,0.0651172,27208.7,22930.7,26236.3,24083.1,41420.7,37155.4,47439.2,42929.1,2.69545,1.71735,0.132419,0,24.1646,999.9,36.87,27.321,14.7845,56.2803,48.5657,3,-0.227254,-0.493633,20.2466,5.23511,11.986,4.9573,3.304,1115.8,9999,2722.8,14.8,1.86815,1.86383,1.87149,1.8622,1.86172,1.86813,1.85837,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.295,-0.7709,4.2948,0,0,0,-0.770885714,0,0,0,-1,-1,-1,-1,0.5,0.5,1.20483,2.32666,2.64893,2.89795,2.84424,2.323,32.3991,14.8675,18,1191.92,353.952,24.9997,24.4532,30.0001,24.3708,24.3164,24.1492,0,100,25,300,22.444,109.703,99.9775
48,r3_ln_ni,1634319600,8245.6,10/15/21 12:40,12:40:00,none,1634319600,0.003445399,3.445399237,5.789112044,196.128,126.4025243,11.51066777,17.86011998,0.149320143,2.769473466,0.144987415,0.090995941,241.7438069,27.29937742,26.2909,3.432779741,37.59656517,1.325330397,3.525136913,2.107449344,-151.9421063,67.24825722,5.215017798,162.2649756,0,0,1,0,48230.95476,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-150-20211015-12_40_00,10387.5,1047.100385,1246.48,0.159954123,0.5,1261.2447,5.789112044,100.870645,0.005382867,-1,NA,-,0,NA,NA,NA,NA,0.159954123,NA,NA,NA,150,300,300,300,10387.5,1215.54,-0.00737466,2.65,-,-,-,-,-,-,-,-,-,-,1500.04,1261.2447,0.840807378,0.16115824,6,0.5,0: Broadleaf,2,1634319600,196.128,200.007,14.5539,12.5167,192.37,15.3279,999.977,90.9601,0.103491,26.7413,26.2909,999.9,0,0,10020,0,22.0898,-3.34129,199.57,202.542,2.0403,200.007,12.5167,1.3241,1.13852,11.0753,8.82101,1500.04,0.972997,0.0270027,0,1041.67,5.00005,15701.4,12458.4,41.75,43.562,42.75,43.125,43.812,1454.67,40.37,0,72.5999999,0,1047.100385,-45.12102564,-676.2529915,15783.54615,15,1634319625,12:40:25,1634319617,1634319625,50,-0.537,-0.003,3.758,-0.774,200,13,0.28,0.05,-3.290682,-0.041806154,0.033336529,1,2.027592,0.061789644,0.006015704,1,2,2,2-Feb,3.82282,2.7069,0.0485262,0.0502949,0.0756811,0.0649917,27804.8,23440.6,26235.2,24083.4,41408,37159.9,47437.2,42929,2.69247,1.71715,0.131041,0,24.1416,999.9,36.815,27.321,14.7612,55.6103,48.6058,3,-0.227749,-0.492767,20.2464,5.23496,11.986,4.9572,3.304,1117.9,9999,2722.8,14.8,1.86814,1.86385,1.8715,1.86223,1.86173,1.86818,1.85837,1.86479,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.758,-0.774,4.2948,0,0,0,-0.770885714,0,0,0,-1,-1,-1,-1,1.7,1.7,0.876465,2.34741,2.65015,2.89795,2.84424,2.31934,32.377,14.8675,18,1187.95,353.792,25.0002,24.4446,30,24.3627,24.3071,17.5916,0,100,25,200,22.444,109.698,99.9779
49,r3_ln_ni,1634319695,8340.6,10/15/21 12:41,12:41:35,none,1634319695,0.003677203,3.677203258,2.194102615,98.4618,72.87514304,6.636043174,8.965975619,0.161242087,2.766876755,0.156197875,0.098063729,241.7144999,27.22790007,26.2365,3.421769024,37.8610012,1.334008245,3.523436261,2.087760779,-162.1646637,74.07675908,5.748149044,159.3747444,0,0,1,0,48161.39955,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-151-20211015-12_41_35,10385.9,922.55164,1066.15,0.134688702,0.5,1261.0932,2.194102615,84.92750332,0.002532805,-1,NA,-,0,NA,NA,NA,NA,0.134688702,NA,NA,NA,151,300,300,300,10385.9,1042.17,-0.00737345,1.79,-,-,-,-,-,-,-,-,-,-,1499.86,1261.0932,0.840807275,0.161158041,6,0.5,0: Broadleaf,2,1634319695,98.4618,99.9955,14.6497,12.4757,95.1348,15.4227,1000,90.957,0.103448,26.7331,26.2365,999.9,0,0,10005,0,22.0342,-1.10254,100.363,101.259,2.17327,99.9955,12.4757,1.33242,1.13475,11.1697,8.77196,1499.86,0.973003,0.0269971,0,916.945,5.00005,13848.2,12457,41.75,43.562,42.75,43.125,43.812,1454.5,40.36,0,94.79999995,0,922.55164,-48.67384623,-711.7615395,13932.34,15,1634319721,12:42:01,1634319713,1634319721,51,-0.431,0.001,3.327,-0.773,100,12,0.25,0.03,-1.1163385,-0.034905591,0.020577409,1,2.15862825,0.07970803,0.007751203,1,2,2,2-Feb,3.82285,2.70673,0.0251509,0.0264779,0.0760283,0.0648327,28488.4,24028.8,26235.7,24083.7,41392,37167.3,47437.6,42930.7,2.69435,1.71615,0.129011,0,24.1204,999.9,36.693,27.332,14.723,55.4103,48.6298,3,-0.228415,-0.493845,20.2463,5.23496,11.986,4.9571,3.304,1120.7,9999,2722.8,14.8,1.86813,1.86386,1.87149,1.86224,1.86172,1.86817,1.85834,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.327,-0.773,3.75815,0,0,0,-0.77378,0,0,0,-1,-1,-1,-1,1.3,1.2,0.531006,2.36938,2.64893,2.89795,2.84424,2.31445,32.3991,14.8413,18,1190.06,353.215,25,24.4348,30.0001,24.3504,24.295,10.6581,0,100,25,100,22.444,109.699,99.981
50,r3_ln_ni,1634319829,8474.6,10/15/21 12:43,12:43:49,none,1634319829,0.004018598,4.018598053,0.251628667,49.7422,45.67954416,4.159739078,4.52969873,0.180004187,2.764374688,0.173736866,0.109130456,241.7081159,27.10446064,26.1161,3.397509323,38.27012893,1.346036883,3.51719976,2.05147244,-177.2201742,87.46744903,6.788254614,158.7436454,2,0,1,0,48098.07882,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-152-20211015-12_43_49,10385.3,853.05136,966.707,0.117569894,0.5,1261.0596,0.251628667,74.13132206,0.000992521,-1,NA,-,0,NA,NA,NA,NA,0.117569894,NA,NA,NA,152,300,300,300,10385.3,949.57,-0.00737292,1.12,-,-,-,-,-,-,-,-,-,-,1499.82,1261.0596,0.840807297,0.161158083,6,0.5,0: Broadleaf,2,1634319829,49.7422,50.0131,14.7813,12.4059,46.4304,15.5551,1000.05,90.9591,0.104398,26.703,26.1161,999.9,0,0,9990,0,22.0481,-0.270947,50.4885,50.6414,2.37536,50.0131,12.4059,1.34449,1.12843,11.3056,8.6894,1499.82,0.973003,0.0269971,0,851.616,5.00005,12873.4,12456.6,41.75,43.562,42.75,43.125,43.812,1454.46,40.36,0,133.4000001,0,853.05136,-13.54946152,-188.3538459,12897.704,15,1634319802,12:43:22,1634319802,1634319802,52,-0.016,-0.001,3.312,-0.774,50,12,0.4,0.04,-0.25255305,-0.090711174,0.019701291,1,2.35838,0.086892383,0.008425074,1,2,2,2-Feb,3.82291,2.70754,0.0124347,0.013451,0.0765165,0.0645658,28858.4,24351.4,26234,24084.7,41367,37179,47434.7,42932.3,2.69115,1.71588,0.124037,0,24.0813,999.9,36.497,27.332,14.6431,56.0803,48.5978,3,-0.229642,-0.50177,20.2464,5.23241,11.986,4.9572,3.304,1124.5,9999,2722.8,14.9,1.86817,1.86386,1.87149,1.86221,1.86172,1.86818,1.85837,1.8648,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.312,-0.7738,3.311766667,0,0,0,-0.77385,0,0,0,-1,-1,-1,-1,0.5,0.5,0.355225,2.3877,2.64893,2.89917,2.84424,2.28149,32.3991,14.815,18,1185.66,352.992,24.9997,24.4195,30,24.3347,24.2818,7.14757,0,100,25,50,22.444,109.693,99.9848
